id,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
355,Male,23.0,1.65,95.0,yes,yes,2.0,3.0,Frequently,no,3.0,no,3.0,1.0,no,Public_Transportation,Obesity_Type_I
356,Female,25.498965,1.678201,104.704707,yes,yes,3.0,3.0,Sometimes,no,1.237557,no,0.0,0.587932,Sometimes,Public_Transportation,Obesity_Type_III
357,Female,20.0,1.58,48.0,no,yes,1.0,1.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
358,Female,21.232659,1.71582,131.408528,yes,yes,3.0,3.0,Sometimes,no,1.651462,no,1.467863,0.906247,Sometimes,Public_Transportation,Obesity_Type_III
359,Female,18.0,1.62,53.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
360,Female,26.0,1.641601,111.555967,yes,yes,3.0,3.0,Sometimes,no,2.414739,no,0.0,0.123861,Sometimes,Public_Transportation,Obesity_Type_III
361,Male,33.0,1.77,90.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Automobile,Obesity_Type_I
362,Female,16.0,1.5,56.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Normal_Weight
363,Female,20.978166,1.732951,132.94066,yes,yes,3.0,3.0,Sometimes,no,1.837184,no,1.522399,0.92376,Sometimes,Public_Transportation,Obesity_Type_III
364,Female,20.677105,1.608808,129.935666,yes,yes,3.0,3.0,Sometimes,no,1.530493,no,0.967591,0.723154,Sometimes,Public_Transportation,Obesity_Type_III
365,Female,35.217173,1.65,80.993373,yes,yes,2.0,2.9948,Sometimes,no,1.0,no,0.0,0.854536,no,Automobile,Overweight_Level_II
366,Male,21.0,1.72,80.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
367,Male,25.0,1.87,105.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,0.0,1.0,no,Public_Transportation,Obesity_Type_II
368,Male,23.327836,1.849507,121.248035,yes,yes,2.73691,2.7976,Sometimes,no,1.825629,no,0.997529,0.0,Sometimes,Public_Transportation,Obesity_Type_II
369,Female,20.0,1.69,65.0,yes,yes,2.0,1.0,Frequently,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
370,Female,26.0,1.633442,110.676343,yes,yes,3.0,3.0,Sometimes,no,2.632498,no,0.0,0.434073,Sometimes,Public_Transportation,Obesity_Type_III
371,Male,23.0,1.83,67.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.0,1.0,Sometimes,Bike,Normal_Weight
372,Male,17.441593,1.803132,85.607466,yes,no,1.947495,2.13229,Sometimes,no,2.0,no,0.0,0.714701,Sometimes,Public_Transportation,Overweight_Level_II
373,Male,22.18881,1.779547,105.131956,yes,yes,2.0,3.0,Sometimes,no,2.133469,no,0.0,1.801322,Sometimes,Public_Transportation,Obesity_Type_I
374,Female,30.403205,1.739354,78.664618,yes,yes,2.073224,3.0,Sometimes,no,1.399629,no,0.0,0.0,Frequently,Automobile,Overweight_Level_II
375,Male,24.739421,1.848683,117.298233,yes,yes,1.994679,2.999346,Sometimes,no,2.0,no,1.955992,0.630866,Sometimes,Public_Transportation,Obesity_Type_II
376,Male,21.413642,1.769328,105.000097,yes,yes,2.0,3.0,Sometimes,no,1.000544,no,1.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I
377,Female,25.612462,1.684768,104.321463,yes,yes,3.0,3.0,Sometimes,no,1.444379,no,0.128548,1.0,Sometimes,Public_Transportation,Obesity_Type_III
378,Female,26.0,1.63302,111.856492,yes,yes,3.0,3.0,Sometimes,no,2.784303,no,0.0,0.09776,Sometimes,Public_Transportation,Obesity_Type_III
379,Female,22.0,1.509408,64.106108,yes,no,2.57649,1.0,Sometimes,no,2.0,no,2.315983,1.983678,no,Public_Transportation,Overweight_Level_II
380,Female,22.0,1.65,80.0,yes,yes,2.0,1.0,Frequently,no,3.0,no,1.0,2.0,no,Public_Transportation,Overweight_Level_II
381,Female,26.0,1.62456,110.168166,yes,yes,3.0,3.0,Sometimes,no,2.70485,no,0.0,0.621605,Sometimes,Public_Transportation,Obesity_Type_III
382,Female,19.420635,1.768435,49.125955,no,no,2.0,3.0,Frequently,no,1.983678,no,1.930033,0.0,Sometimes,Public_Transportation,Insufficient_Weight
383,Male,17.0,1.8,59.8,yes,yes,2.0,4.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
384,Male,20.0,1.8,85.0,no,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
385,Male,20.013906,1.721854,52.058335,yes,yes,2.748243,3.0,Frequently,no,2.0,no,0.0,0.081156,no,Public_Transportation,Insufficient_Weight
386,Female,22.0,1.65,67.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_I
387,Male,22.851773,1.818641,105.000122,yes,yes,2.0,3.0,Sometimes,no,2.76382,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
388,Female,26.0,1.629727,111.863186,yes,yes,3.0,3.0,Sometimes,no,2.686824,no,0.0,0.224559,Sometimes,Public_Transportation,Obesity_Type_III
389,Female,23.0,1.76,60.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
390,Female,26.0,1.621245,110.267334,yes,yes,3.0,3.0,Sometimes,no,2.605685,no,0.0,0.199227,Sometimes,Public_Transportation,Obesity_Type_III
391,Female,22.679454,1.732694,94.094184,yes,yes,2.0,2.966803,Sometimes,no,2.0,no,0.0,2.0,no,Public_Transportation,Obesity_Type_I
392,Male,21.0,1.74,68.0,no,no,2.0,3.0,Frequently,no,2.0,no,0.0,1.0,no,Public_Transportation,Normal_Weight
393,Male,33.0,1.84,84.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,2.0,Sometimes,Automobile,Normal_Weight
394,Female,24.291205,1.72692,112.348722,yes,yes,3.0,3.0,Sometimes,no,2.796894,no,0.0,0.16779,Sometimes,Public_Transportation,Obesity_Type_III
395,Female,25.512048,1.641132,104.821175,yes,yes,3.0,3.0,Sometimes,no,1.603549,no,0.143955,0.662489,Sometimes,Public_Transportation,Obesity_Type_III
396,Female,25.653233,1.622771,108.10736,yes,yes,3.0,3.0,Sometimes,no,1.483736,no,0.029728,0.250502,Sometimes,Public_Transportation,Obesity_Type_III
397,Female,38.112989,1.67782,86.242679,yes,yes,2.736628,1.320768,Sometimes,no,2.078011,no,1.306476,0.0,no,Automobile,Obesity_Type_I
398,Male,34.970367,1.71889,84.749349,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.743419,0.0,Sometimes,Automobile,Overweight_Level_II
399,Female,20.027764,1.589616,43.919835,no,no,2.204914,1.894384,Frequently,no,1.970622,no,0.371508,0.0,no,Public_Transportation,Insufficient_Weight
400,Male,24.444846,1.76003,112.10074,yes,yes,1.475906,3.0,Sometimes,no,2.0,no,1.386151,0.0026,Sometimes,Public_Transportation,Obesity_Type_II
401,Female,21.0,1.65,80.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II
402,Female,18.0,1.7,85.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,2.0,1.0,Frequently,Public_Transportation,Obesity_Type_I
403,Female,18.0,1.55,55.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
404,Female,26.0,1.640125,111.830924,yes,yes,3.0,3.0,Sometimes,no,2.535629,no,0.0,0.269577,Sometimes,Public_Transportation,Obesity_Type_III
405,Male,21.0,1.7,120.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Obesity_Type_I
406,Male,23.0,1.71,75.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,Frequently,Public_Transportation,Overweight_Level_I
407,Male,24.001685,1.75,120.002884,yes,yes,2.9673,3.0,Sometimes,no,2.007348,no,1.079524,0.371941,Sometimes,Public_Transportation,Obesity_Type_II
408,Male,23.411141,1.766547,121.284533,yes,yes,2.007845,2.122545,Sometimes,no,1.968796,no,1.587406,0.838947,Sometimes,Public_Transportation,Obesity_Type_II
409,Male,21.721507,1.733439,96.945262,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.338655,no,Public_Transportation,Obesity_Type_I
410,Female,21.996523,1.540375,42.069992,no,no,3.0,2.99321,Frequently,no,1.0,no,0.194056,0.203978,Sometimes,Public_Transportation,Insufficient_Weight
411,Female,25.696073,1.662978,109.900472,yes,yes,3.0,3.0,Sometimes,no,1.553198,no,0.319156,0.802136,Sometimes,Public_Transportation,Obesity_Type_III
412,Female,21.413642,1.747962,133.466763,yes,yes,3.0,3.0,Sometimes,no,1.833635,no,1.425712,0.897924,Sometimes,Public_Transportation,Obesity_Type_III
413,Female,27.0,1.54,49.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
414,Female,21.0,1.62,68.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
415,Male,26.0,1.8,72.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Normal_Weight
416,Male,19.0,1.7,65.0,no,no,3.0,3.0,Sometimes,no,1.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
417,Female,19.0,1.55,45.0,no,yes,2.0,3.0,Sometimes,no,2.0,yes,2.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
418,Male,24.0,1.6,56.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
419,Female,20.951084,1.71146,131.576681,yes,yes,3.0,3.0,Sometimes,no,2.887659,no,1.236114,0.06275,Sometimes,Public_Transportation,Obesity_Type_III
420,Female,37.588628,1.559499,77.13322,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.946063,0.0,Sometimes,Automobile,Obesity_Type_I
421,Female,20.392665,1.780725,49.105025,yes,no,2.890535,3.205009,Frequently,no,2.949419,no,2.0,1.253311,no,Public_Transportation,Insufficient_Weight
422,Female,25.930376,1.623812,109.999096,yes,yes,3.0,3.0,Sometimes,no,2.089983,no,0.01682,0.672513,Sometimes,Public_Transportation,Obesity_Type_III
423,Female,26.0,1.622468,111.874532,yes,yes,3.0,3.0,Sometimes,no,2.774014,no,0.0,0.15171,Sometimes,Public_Transportation,Obesity_Type_III
424,Female,18.052394,1.613668,82.039,yes,yes,2.938801,3.0,Sometimes,no,1.544553,no,0.945093,0.0,Sometimes,Public_Transportation,Obesity_Type_I
425,Female,17.377131,1.600184,53.0,no,yes,2.0,3.0,Sometimes,no,2.972426,no,2.0,1.759954,Sometimes,Public_Transportation,Insufficient_Weight
426,Male,18.0,1.790172,108.019211,yes,yes,2.0,1.163666,Sometimes,no,2.0,no,0.0,1.551934,no,Public_Transportation,Obesity_Type_I
427,Female,20.0,1.5,42.0,no,yes,2.0,1.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
428,Female,21.682367,1.739991,133.76807,yes,yes,3.0,3.0,Sometimes,no,1.949308,no,1.419473,0.921991,Sometimes,Public_Transportation,Obesity_Type_III
429,Male,26.947786,1.764166,118.332689,yes,yes,2.96405,3.0,Sometimes,no,2.357969,no,0.684487,1.368262,Sometimes,Public_Transportation,Obesity_Type_II
430,Male,25.124595,1.703688,83.001642,yes,yes,3.0,1.0,Sometimes,no,2.0,no,2.300282,2.0,Sometimes,Public_Transportation,Overweight_Level_II
431,Male,27.635029,1.782453,117.332689,yes,yes,2.915921,3.0,Sometimes,no,1.170515,no,0.99295,0.890626,Sometimes,Public_Transportation,Obesity_Type_II
432,Male,21.962219,1.782722,118.20313,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.571648,1.801322,Sometimes,Public_Transportation,Obesity_Type_I
433,Female,26.0,1.622397,110.545378,yes,yes,3.0,3.0,Sometimes,no,2.704507,no,0.0,0.243338,Sometimes,Public_Transportation,Obesity_Type_III
434,Female,18.0,1.7,58.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
435,Male,20.924808,1.703098,75.0,no,yes,2.318355,3.654061,Sometimes,no,2.13755,no,0.793489,0.119877,Frequently,Public_Transportation,Overweight_Level_I
436,Male,30.200946,1.755926,112.395309,yes,yes,1.428289,3.0,Sometimes,no,2.117733,no,0.0,0.696948,Sometimes,Automobile,Obesity_Type_II
437,Female,23.0,1.7,56.0,no,yes,3.0,3.0,Frequently,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Normal_Weight
438,Male,33.700749,1.695089,83.414072,yes,yes,2.736628,1.08687,Sometimes,no,2.738485,no,2.172546,0.0,no,Automobile,Overweight_Level_II
439,Female,19.0,1.7,77.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,2.0,1.0,Frequently,Public_Transportation,Overweight_Level_II
440,Female,26.0,1.62788,110.714711,yes,yes,3.0,3.0,Sometimes,no,2.768141,no,0.0,0.572371,Sometimes,Public_Transportation,Obesity_Type_III
441,Female,26.0,1.635905,105.69053,yes,yes,3.0,3.0,Sometimes,no,2.625537,no,0.069238,0.481031,Sometimes,Public_Transportation,Obesity_Type_III
442,Female,19.0,1.65,49.0,yes,yes,3.0,3.0,Sometimes,no,1.0,no,1.0,1.0,no,Public_Transportation,Insufficient_Weight
443,Male,31.965402,1.899588,88.431954,yes,yes,2.766612,2.374791,Sometimes,no,1.960131,no,0.454944,0.0,Sometimes,Automobile,Overweight_Level_II
444,Female,24.0,1.5,45.0,yes,yes,1.0,3.0,Sometimes,no,1.0,no,0.0,1.0,no,Public_Transportation,Normal_Weight
445,Male,22.936098,1.872517,121.04172,yes,yes,2.684335,2.993634,Sometimes,no,2.640483,no,1.330519,0.442456,Sometimes,Public_Transportation,Obesity_Type_II
446,Female,21.0,1.66,58.0,yes,yes,2.0,1.0,Always,no,1.0,no,0.0,1.0,no,Walking,Normal_Weight
447,Male,21.72738,1.792435,89.754302,yes,yes,2.0,3.0,Sometimes,no,1.302193,no,0.0,0.966181,Sometimes,Public_Transportation,Overweight_Level_I
448,Female,17.0,1.68,60.0,yes,yes,1.0,3.0,Sometimes,no,2.0,no,0.0,1.0,no,Public_Transportation,Normal_Weight
449,Male,24.408805,1.779547,118.363376,yes,yes,2.819934,3.0,Sometimes,no,2.838893,no,0.838739,0.0,Sometimes,Public_Transportation,Obesity_Type_II
450,Male,30.315784,1.824449,123.721352,yes,yes,2.9673,2.937607,Sometimes,no,1.310074,no,1.0,1.035711,Sometimes,Automobile,Obesity_Type_II
451,Male,19.0,1.7,75.0,yes,yes,3.0,3.0,Frequently,no,2.0,no,2.0,1.0,Frequently,Automobile,Overweight_Level_I
452,Female,26.0,1.632983,111.884535,yes,yes,3.0,3.0,Sometimes,no,2.55057,no,0.0,0.37465,Sometimes,Public_Transportation,Obesity_Type_III
453,Male,33.185661,1.700627,103.669116,yes,yes,2.0,2.831771,Sometimes,no,1.959531,no,1.194519,0.0,no,Public_Transportation,Overweight_Level_II
454,Female,18.94093,1.746411,133.76473,yes,yes,3.0,3.0,Sometimes,no,2.837797,no,1.46782,0.746411,Sometimes,Public_Transportation,Obesity_Type_III
455,Male,17.0,1.8,65.0,no,yes,3.0,3.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Walking,Normal_Weight
456,Male,31.783524,1.827279,89.98168,yes,yes,2.948425,3.715148,Sometimes,no,1.781769,no,1.0,0.993786,Sometimes,Automobile,Overweight_Level_I
457,Female,18.907514,1.746416,133.662583,yes,yes,3.0,3.0,Sometimes,no,2.847264,no,1.454129,0.857718,Sometimes,Public_Transportation,Obesity_Type_III
458,Male,23.0,1.75,78.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,2.0,Sometimes,Public_Transportation,Overweight_Level_II
459,Female,18.94093,1.746411,133.845064,yes,yes,3.0,3.0,Sometimes,no,2.835771,no,1.584716,0.768219,Sometimes,Public_Transportation,Obesity_Type_III
460,Male,33.0,1.85,97.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Automobile,Overweight_Level_II
461,Male,23.0,1.7,84.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Automobile,Obesity_Type_I
462,Female,26.0,1.621167,110.676343,yes,yes,3.0,3.0,Sometimes,no,2.708927,no,0.0,0.33929,Sometimes,Public_Transportation,Obesity_Type_III
463,Female,26.0,1.632896,110.92217,yes,yes,3.0,3.0,Sometimes,no,2.653563,no,0.029728,0.462973,Sometimes,Public_Transportation,Obesity_Type_III
464,Female,26.0,1.640824,111.9307,yes,yes,3.0,3.0,Sometimes,no,2.476002,no,0.0,0.127775,Sometimes,Public_Transportation,Obesity_Type_III
465,Male,33.0,1.7,83.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Overweight_Level_II
466,Male,22.927011,1.792435,89.652557,yes,yes,1.961347,2.272214,Sometimes,no,2.0,no,0.0,1.339691,Sometimes,Public_Transportation,Obesity_Type_I
467,Male,19.0,1.72,70.0,no,yes,2.0,1.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Normal_Weight
468,Female,26.0,1.632896,111.720238,yes,yes,3.0,3.0,Sometimes,no,2.70914,no,0.0,0.26579,Sometimes,Public_Transportation,Obesity_Type_III
469,Female,23.0,1.7,75.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
470,Male,32.707653,1.702825,83.707259,yes,no,2.0,3.0,Sometimes,no,1.490766,no,1.0,0.0,no,Public_Transportation,Overweight_Level_II
471,Male,21.0,1.62,69.575315,no,yes,2.0,1.0,no,no,2.0,yes,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
472,Female,41.403862,1.567756,81.056851,yes,yes,2.0,3.0,Sometimes,no,1.005727,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
473,Male,25.918524,1.764166,115.45845,yes,yes,1.996638,3.0,Sometimes,no,2.825629,no,1.106056,0.071028,Sometimes,Public_Transportation,Obesity_Type_II
474,Female,24.291205,1.768493,112.776612,yes,yes,3.0,3.0,Sometimes,no,2.704507,no,2.0,0.176892,Sometimes,Public_Transportation,Obesity_Type_III
475,Male,21.008051,1.674568,75.0,yes,yes,2.0,3.0,Sometimes,no,1.676975,no,1.689525,0.0,Sometimes,Public_Transportation,Overweight_Level_I
476,Male,18.0,1.87,52.0,no,yes,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,no,Public_Transportation,Insufficient_Weight
477,Female,27.0,1.5,62.0,no,yes,3.0,1.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
478,Male,30.717727,1.913241,129.991623,yes,yes,2.111887,3.0,Sometimes,yes,1.290979,no,1.04268,0.0,Sometimes,Public_Transportation,Obesity_Type_II
479,Male,18.904037,1.697421,90.0,yes,yes,2.838037,2.918124,Sometimes,no,1.954968,no,1.853425,0.862587,no,Public_Transportation,Obesity_Type_I
480,Female,25.908829,1.656504,121.04172,yes,yes,3.0,3.0,Sometimes,no,2.930137,no,0.264831,0.010721,Sometimes,Public_Transportation,Obesity_Type_III
481,Male,26.699317,1.773259,119.956651,yes,yes,1.469384,3.0,Sometimes,no,2.081719,no,1.19102,0.139013,Sometimes,Public_Transportation,Obesity_Type_II
482,Male,21.0,1.7,98.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,2.0,no,Public_Transportation,Obesity_Type_I
483,Male,23.254934,1.722785,97.842406,yes,yes,2.0,3.0,Sometimes,no,3.0,no,3.0,1.224737,Sometimes,Public_Transportation,Obesity_Type_I
484,Female,21.028989,1.730636,131.877558,yes,yes,3.0,3.0,Sometimes,no,1.322669,no,1.68249,0.947091,Sometimes,Public_Transportation,Obesity_Type_III
485,Female,26.0,1.640741,111.939671,yes,yes,3.0,3.0,Sometimes,no,2.61939,no,0.0,0.101598,Sometimes,Public_Transportation,Obesity_Type_III
486,Female,23.365041,1.773019,133.45249,yes,yes,3.0,3.0,Sometimes,no,2.639807,no,1.427037,0.885993,Sometimes,Public_Transportation,Obesity_Type_III
487,Male,18.0,1.83,105.0,yes,yes,2.0,3.0,Sometimes,no,3.0,no,0.0,1.0,Sometimes,Public_Transportation,Obesity_Type_I
488,Male,30.610436,1.783914,120.549592,yes,yes,2.05687,3.0,Sometimes,no,2.358088,no,1.63812,0.548539,Sometimes,Automobile,Obesity_Type_II
489,Male,25.492855,1.849507,120.644178,yes,yes,2.966126,3.0,Sometimes,no,2.357969,no,1.351996,0.0,Sometimes,Public_Transportation,Obesity_Type_II
490,Female,37.0,1.56,80.0,yes,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,no,Automobile,Obesity_Type_I
491,Male,18.0,1.713599,75.0,yes,yes,2.0,3.546352,Sometimes,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_I
492,Female,21.0,1.53,53.0,no,yes,2.0,1.0,Sometimes,no,1.0,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
493,Male,20.0,1.67,65.0,yes,yes,2.0,3.0,Frequently,no,1.0,no,1.0,1.0,no,Public_Transportation,Normal_Weight
494,Male,17.0,1.8,85.0,no,yes,3.0,3.0,Sometimes,no,2.0,no,3.0,0.0,no,Automobile,Overweight_Level_I
495,Female,21.81119,1.517248,64.106108,yes,no,2.0,1.0,Sometimes,no,1.0,no,0.813917,0.0,no,Public_Transportation,Overweight_Level_II
496,Female,37.0,1.5,63.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,0.0,2.0,Frequently,Automobile,Overweight_Level_I
497,Female,19.0,1.55,63.0,no,yes,2.0,3.0,Frequently,no,1.0,no,2.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
498,Male,19.443639,1.858624,88.431954,yes,yes,2.061952,3.0,Sometimes,no,2.66029,no,1.170823,0.166076,Sometimes,Public_Transportation,Overweight_Level_I
499,Male,23.147644,1.821514,63.183846,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.520408,0.0,Sometimes,Automobile,Insufficient_Weight
500,Male,24.449655,1.84998,97.959899,yes,yes,2.92711,1.971472,Sometimes,no,2.0,no,0.684739,1.0,Sometimes,Public_Transportation,Obesity_Type_II
501,Male,34.0,1.74,73.0,no,no,2.0,3.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Automobile,Normal_Weight
502,Female,21.0,1.5,42.0,no,yes,3.0,1.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
503,Female,21.572114,1.746411,133.676663,yes,yes,3.0,3.0,Sometimes,no,2.837797,no,1.425712,0.873936,Sometimes,Public_Transportation,Obesity_Type_III
504,Female,17.580627,1.615145,67.773914,yes,yes,2.0,1.337035,Sometimes,no,2.926995,yes,0.17048,1.836853,no,Public_Transportation,Overweight_Level_I
505,Female,25.962949,1.643111,104.704707,yes,yes,3.0,3.0,Sometimes,no,2.632224,no,0.045651,0.258472,Sometimes,Public_Transportation,Obesity_Type_III
506,Male,22.944349,1.841151,121.421121,yes,yes,2.490507,3.0,Sometimes,no,1.591909,no,1.19102,0.0,Sometimes,Public_Transportation,Obesity_Type_II
507,Female,25.919241,1.669701,104.572712,yes,yes,3.0,3.0,Sometimes,no,1.353167,no,0.095517,0.54396,Sometimes,Public_Transportation,Obesity_Type_III
508,Male,17.0,1.7,50.0,no,yes,2.0,4.0,Frequently,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
509,Female,19.97981,1.523426,42.0,no,yes,3.0,1.226342,Frequently,no,1.837184,no,1.269169,0.077818,Sometimes,Public_Transportation,Insufficient_Weight
510,Female,43.510672,1.585547,79.165306,yes,yes,2.0,3.0,Sometimes,no,1.087166,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
511,Male,18.0,1.734832,51.491957,yes,yes,1.164062,3.0,Sometimes,no,1.352649,no,0.520407,1.93977,Sometimes,Public_Transportation,Insufficient_Weight
512,Female,19.816949,1.69308,49.713944,no,no,2.596579,3.520555,Sometimes,no,2.0,yes,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
513,Female,22.804818,1.613119,82.039,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,2.0,Sometimes,Public_Transportation,Obesity_Type_I
514,Female,26.0,1.641132,111.878132,yes,yes,3.0,3.0,Sometimes,no,2.623489,no,0.0,0.278962,Sometimes,Public_Transportation,Obesity_Type_III
515,Female,21.0,1.65,80.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
516,Female,38.445148,1.61291,79.349221,yes,yes,3.0,3.0,Sometimes,no,2.625537,no,0.0,0.453314,Sometimes,Automobile,Obesity_Type_I
517,Female,40.951591,1.569234,80.0,yes,yes,2.0,1.105617,Sometimes,no,1.622827,no,0.0,0.094213,Sometimes,Automobile,Obesity_Type_I
518,Female,25.96701,1.628855,105.025808,yes,yes,3.0,3.0,Sometimes,no,1.528258,no,0.00705,0.540812,Sometimes,Public_Transportation,Obesity_Type_III
519,Female,20.801791,1.76416,131.042274,yes,yes,3.0,3.0,Sometimes,no,1.726774,no,1.92628,0.863043,Sometimes,Public_Transportation,Obesity_Type_III
520,Male,41.0,1.75,95.0,no,yes,2.0,3.0,Sometimes,no,3.0,no,2.0,0.0,Sometimes,Bike,Obesity_Type_I
521,Male,21.0,1.7,75.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Overweight_Level_I
522,Female,18.0,1.67,90.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,1.0,0.0,no,Public_Transportation,Obesity_Type_I
523,Female,22.0,1.739354,50.0,yes,yes,3.0,3.0,Frequently,no,1.0,no,2.0,1.0,no,Public_Transportation,Insufficient_Weight
524,Male,27.266287,1.783609,120.921535,yes,yes,2.591292,3.0,Sometimes,no,2.31083,no,0.742113,0.0,Sometimes,Public_Transportation,Obesity_Type_II
525,Female,18.314593,1.741193,125.117633,yes,yes,3.0,3.0,Sometimes,no,1.54249,no,0.822186,0.465444,Sometimes,Public_Transportation,Obesity_Type_III
526,Female,43.591999,1.64,84.493156,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Automobile,Obesity_Type_I
527,Male,18.0,1.81006,58.943347,yes,yes,2.927218,3.0,Sometimes,no,2.0,no,1.0,1.0,Sometimes,Public_Transportation,Insufficient_Weight
528,Male,18.985119,1.75091,51.437985,yes,yes,3.0,3.0,Sometimes,no,2.044694,no,2.008256,1.875683,Sometimes,Public_Transportation,Insufficient_Weight
529,Female,19.0,1.6,51.0,yes,yes,2.0,4.0,Sometimes,no,3.0,yes,2.0,0.0,Sometimes,Walking,Normal_Weight
530,Male,17.0,1.71,58.0,yes,yes,3.0,4.0,Frequently,no,3.0,no,2.0,1.0,no,Public_Transportation,Insufficient_Weight
531,Female,25.954511,1.627818,109.982692,yes,yes,3.0,3.0,Sometimes,no,2.217348,no,9.6e-05,0.55415,Sometimes,Public_Transportation,Obesity_Type_III
